Date_BJT,SelectionTime_BJT,Rank,Symbol,PE6h,PE12h,PE24h,PE72h,SelectionPrice,SelectionMA30,SelectionATR14,UniverseUsed,DataQuality,BuyA_Time_BJT,BuyA_Price,BuyB_Time_BJT,BuyB_Price,BuyC_Time_BJT,BuyC_Price,FilledTranches,MarginUsed_USD,NotionalFilled_USD,AvgEntry,TP1_Time_BJT,TP1_Price,TP2_Target_Last,TP2_Time_BJT,TP2_Price,Stop_Time_BJT,Stop_Price,ExitTime_BJT,ExitPrice,ExitReason,GrossPnL_USD,FeesAssumed_USD,NetPnL_USD,ReturnOnUsedMarginPct,NetReturnOnUsedMarginPct,MAE_Pct,MFE_Pct,HoldHours,LiqRiskFlag,TP1Executed,OpenRemainingQty,Notes
2026-04-03,2026-04-03 08:00,1,AVAXUSDT,1.0000000000000149,0.16113820163193293,-0.32022853195367945,-0.016537470884095105,8.746,8.816833333333333,0.08468197558607514,503,SURVIVORSHIP_BIAS_CURRENT_527,,,,,,,0,0.0,0.0,,,,,,,,,2026-04-03 08:59,,NO_FILL_CANCELLED,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,0.0,
2026-04-03,2026-04-03 08:00,2,COWUSDT,1.0000000000000118,0.2484926281915899,-0.2939616779304407,0.06546607109577135,0.201,0.20155333333333333,0.0019218608380908487,503,SURVIVORSHIP_BIAS_CURRENT_527,,,,,,,0,0.0,0.0,,,,,,,,,2026-04-03 08:59,,NO_FILL_CANCELLED,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,0.0,
2026-04-03,2026-04-03 08:00,3,JSTUSDT,1.0000000000000115,0.33463156935693983,0.1359437458649347,0.1474132125540126,0.06463,0.063725,0.000768558062928204,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-03 08:00,0.06449355806292821,,,2026-04-03 08:15,0.063725,2,20.0,200.0,0.0641092790314641,,,0.07693113483775692,,,2026-04-03 08:59,0.06347,2026-04-03 08:59,0.06347,STOP_MA30_CLOSE,-1.9872271583832304,0.1990063864208084,-2.186233544804039,-9.936135791916152,-10.931167724020193,-2.4790156050329193,1.0150183848059324,0.9999997222222222,False,False,0.0,
2026-04-03,2026-04-03 08:00,4,NEARUSDT,1.0000000000000113,0.18491678480744306,-0.20123559090366538,0.004526550373564437,1.162,1.1658333333333333,0.011409743819386595,503,SURVIVORSHIP_BIAS_CURRENT_527,,,,,,,0,0.0,0.0,,,,,,,,,2026-04-03 08:59,,NO_FILL_CANCELLED,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,0.0,
2026-04-03,2026-04-03 08:00,5,LTCUSDT,1.000000000000005,0.31481179534392717,-0.2979648281901847,-0.08019100679405099,52.24,52.565000000000005,0.3577807732144082,503,SURVIVORSHIP_BIAS_CURRENT_527,,,,,,,0,0.0,0.0,,,,,,,,,2026-04-03 08:59,,NO_FILL_CANCELLED,0.0,0.0,0.0,0.0,0.0,,,0.0,False,False,0.0,
2026-04-03,2026-04-03 08:00,6,MEUSDT,1.000000000000004,0.38905005175317176,-0.1313287055397205,-0.019322291412238693,0.0984,0.09781,0.0009376146576470483,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-03 08:00,0.09874761465764705,2026-04-03 08:15,0.09921642198647057,2026-04-04 08:45,0.09957666666666666,3,30.0,300.0,0.0991802344369281,2026-04-03 16:00,0.10047452124886502,0.11901628132431372,,,2026-04-04 10:59,0.0998,2026-04-04 10:59,0.0998,STOP_MA30_CLOSE,2.3279671796928123,0.3011639835898464,2.026803196102966,7.759890598976041,6.756010653676553,-0.9921179005095704,3.2510770466114502,26.99999972222222,False,True,0.0,
2026-04-03,2026-04-03 08:00,7,BROCCOLI714USDT,1.0000000000000033,0.2394119229971802,-0.055404183600351535,0.005673822498913572,0.01189,0.011836333333333334,0.0001578414619059325,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-03 09:30,0.011986376595579318,2026-04-03 10:15,0.012061238829556908,2026-04-04 04:15,0.01201,3,30.0,300.0,0.012019205141712076,2026-04-03 12:00,0.012307615940766506,0.01442304617005449,,,2026-04-04 04:59,0.012,2026-04-04 04:59,0.012,STOP_MA30_CLOSE,1.2112149761079154,0.300605607488054,0.9106093686198614,4.037383253693052,3.0353645620662046,-0.8633514028971501,3.6277383825420673,19.49999972222222,False,True,0.0,
2026-04-03,2026-04-03 08:00,8,RENDERUSDT,1.0000000000000007,0.7914671231492021,0.2593270819052296,0.18942503807555972,1.869,1.7672999999999999,0.034587342835525114,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-04 06:45,1.919134240122648,2026-04-04 03:00,1.9169978602692246,2026-04-04 09:30,1.8988,3,30.0,300.0,1.9116440334639575,,,2.2939728401567487,,,2026-04-04 13:59,1.898,2026-04-04 13:59,1.898,STOP_MA30_CLOSE,-2.1343915769196893,0.2989328042115402,-2.4333243811312295,-7.114638589732297,-8.111081270437431,-1.0799099153700586,2.3996969784992217,10.999999722222222,False,False,0.0,
2026-04-03,2026-04-03 08:00,9,TAGUSDT,1.0000000000000004,0.7940523536299684,0.33408558264652943,0.3975055527803571,0.000936,0.0007427733333333333,4.309162485097925e-05,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-03 08:45,0.0007858649581843125,2026-04-03 08:45,0.0008074107706098023,2026-04-03 08:45,0.0007427733333333333,3,30.0,300.0,0.0007786830207091494,,,0.0009344196248509793,,,2026-04-03 12:59,0.0007602,2026-04-03 12:59,0.0007602,STOP_MA30_CLOSE,-6.766842000125085,0.2966165789999375,-7.063458579125022,-22.556140000416953,-23.54486193041674,-6.932605344339837,25.55815062072435,4.249999722222222,False,False,0.0,AMBIGUOUS_INTRABAR
2026-04-03,2026-04-03 08:00,10,CETUSUSDT,0.9999999999999999,0.4049254297982809,0.07179362307932853,-0.05908619924782897,0.01965,0.018668333333333335,0.0004914431934078407,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-03 10:00,0.01918055050860166,2026-04-03 09:45,0.019401914924151394,2026-04-03 14:00,0.018602333333333332,3,30.0,300.0,0.019061599588695462,,,0.022873919506434554,,,2026-04-03 14:59,0.01846,2026-04-03 14:59,0.01846,STOP_MA30_CLOSE,-9.37656207815936,0.29531171896092034,-9.67187379712028,-31.255206927197865,-32.23957932373427,-4.047926749825659,2.000241096643096,5.249999722222222,False,False,0.0,
2026-04-04,2026-04-04 08:00,1,FLUIDUSDT,1.000000000000021,0.15646517958506342,0.05957149644458815,-0.28252967354555497,1.509,1.4957,0.012923432888087616,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-04 08:00,1.5086234328880876,,,2026-04-04 08:15,1.4957,2,20.0,200.0,1.5021617164440437,,,1.8025940597328525,,,2026-04-04 08:59,1.491,2026-04-04 08:59,1.491,STOP_MA30_CLOSE,-1.4824138508303546,0.19925879307458483,-1.6816726439049394,-7.412069254151773,-8.408363219524698,-1.0758972397660438,0.6549417048948403,0.9999997222222222,False,False,0.0,
2026-04-04,2026-04-04 08:00,2,SOONUSDT,1.0000000000000029,0.7565361282955401,0.2804021254683657,0.03441540550420226,0.1171,0.11441333333333333,0.0013891738739625346,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-04 10:45,0.11587005298316157,2026-04-04 08:00,0.11649709414427713,2026-04-04 22:30,0.11536333333333333,3,30.0,300.0,0.1159101601535907,2026-04-04 18:45,0.11894835203286291,0.13909219218430882,,,2026-04-05 05:59,0.116,2026-04-05 05:59,0.116,STOP_MA30_CLOSE,1.9121999143902442,0.30095609995719513,1.611243814433049,6.373999714634147,5.37081271477683,-1.3028712509667861,3.6291072024636994,21.99999972222222,False,True,0.0,
2026-04-04,2026-04-04 08:00,3,HOMEUSDT,0.9999999999999973,0.7141283362905086,0.5488680069279747,0.06069365610445941,0.020099,0.0188007,0.00031361421019544046,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-04 23:00,0.019874387934956706,2026-04-04 21:15,0.019939991831620936,,,2,20.0,200.0,0.01990718988328882,,,0.023888627859946582,,,2026-04-05 03:59,0.019801,2026-04-05 03:59,0.019801,STOP_MA30_CLOSE,-1.0663094376513327,0.19946684528117434,-1.265776282932507,-5.331547188256663,-6.3288814146625345,-1.2668281398195869,1.2598971436029949,6.749999722222222,False,False,0.0,
2026-04-04,2026-04-04 08:00,4,HUMAUSDT,0.9999999999999954,0.06309594194461772,0.3930449684901573,-0.013351809654364957,0.01475,0.0138019,0.0003311596813320009,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-04 11:45,0.014263202922699128,2026-04-04 11:30,0.014422304384048693,2026-04-04 14:00,0.014066500000000001,3,30.0,300.0,0.014250669102249274,,,0.017100802922699127,,,2026-04-04 14:59,0.014014,2026-04-04 14:59,0.014014,STOP_MA30_CLOSE,-4.9514628534616785,0.2975242685732692,-5.248987122034948,-16.504876178205592,-17.496623740116494,-2.1168767591527304,1.7035808523293339,3.4999997222222223,False,False,0.0,
2026-04-04,2026-04-04 08:00,5,GASUSDT,0.9999999999999905,-0.5118788122239206,0.4514941481254963,0.21470976368696415,1.811,1.7054666666666667,0.03459122607792137,503,SURVIVORSHIP_BIAS_CURRENT_527,2026-04-04 08:15,1.740057892744588,2026-04-04 08:15,1.7573535057835488,2026-04-04 20:00,1.8062666666666667,3,30.0,300.0,1.767892688398268,2026-04-04 08:45,1.8092403449004308,2.1214712260779214,,,2026-04-04 20:59,1.789,2026-04-04 20:59,1.789,STOP_MA30_CLOSE,4.421477938188296,0.3022107389690942,4.119267199219202,14.738259793960987,13.730890664064004,-0.8981327887636059,9.566749900016692,12.749999722222222,False,True,0.0,AMBIGUOUS_INTRABAR
